order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
69059585-1b14-404c-9e4e-062f4aef5a54,86eae3ef-de1d-4271-8f7a-d48d913a8952,2025-10-19T20:01,6,178.20,Online,Completed
4cb672f7-d1a6-4419-b31c-85227845cb8d,3754dcda-344c-4c0e-82e4-aab5e56e3eaa,2024-01-24T20:01,6,68.28,Cash,Pending
b0926211-d387-4071-b6dc-8b2308aff653,9d4cfbf3-d340-4299-bfce-121ee26603aa,2024-09-25T20:01,8,186.80,Card,Cancelled
392350f6-65dd-4c5d-b394-57f7a03f881a,67e8bf46-44ec-4c5e-b74b-f968a4e1e0ca,2024-03-11T20:01,8,190.08,Cash,Pending
c7a4d858-a89f-43d7-91f7-2c85f5ab1f98,935f91a8-a540-4bde-b201-62689159f15b,2024-12-12T20:01,5,117.35,Cash,Cancelled
0653615c-a2be-4cbd-a137-76312dee5bc2,accd6204-a2a7-4661-96db-3604bc0379c4,2024-09-25T20:01,1,17.40,Online,Pending
e0ea6be9-4daa-4485-9e40-fec759843419,03d78521-f12d-4d8c-943a-70ca9a99c1b8,2025-07-02T20:01,7,100.31,Card,Pending
6c6b8d2c-f953-4e86-9f01-165ac567deee,f310c5d9-7c56-4993-bee5-b3ed91df042b,2024-07-01T20:01,3,31.98,Card,Completed
bae68cd4-2e09-4d7e-886a-7dab887e4c43,85132f94-7341-41b9-8875-dd7f548b2192,2025-07-13T20:01,2,29.28,Card,Cancelled
3795f14f-d58d-46f9-a574-7b4090825cb4,82cf6cd1-d2ac-4bc2-9c1a-f8eb1306853e,2023-11-22T20:01,7,107.59,Cash,Completed
c5fe43db-94c4-4c8b-8efe-fbb74defb6ed,2556316f-a46f-40f2-8da1-69649f15e884,2024-07-30T20:01,3,80.88,Cash,Cancelled
ad0056c1-f82e-4f69-87c9-bf1c978f6f8a,237be481-c445-464d-a541-6e121c989247,2023-11-14T20:01,2,49.26,Online,Pending
a1072535-c106-40f5-ace6-7b93f8b0141e,85abd59b-99b3-45cd-9947-88b927925d52,2025-08-16T20:01,9,52.47,Cash,Completed
4a50c7d9-ea04-45c0-a8fd-947788797cd7,0a712e74-3a85-45e6-99ec-4958ce863b45,2023-11-20T20:01,1,24.08,Online,Pending
27322399-89ed-4685-a618-56b29e69a918,82cf6cd1-d2ac-4bc2-9c1a-f8eb1306853e,2024-04-15T20:01,1,27.73,Card,Completed
95c22448-1f3c-40ed-a01b-254286b7c292,0512863c-9702-498b-9f4c-de668d798ee7,2023-11-23T20:01,9,111.69,Cash,Completed
bf1a2b7b-02e6-45f4-bedf-65c3471727e7,132409b2-2e61-440d-a3c6-3182df4f5e0a,2024-11-28T20:01,5,58.60,Cash,Cancelled
89685695-cbb7-4080-bbaf-4ad7011d7525,dbd07918-7b85-4d20-aba0-8d92a6a0ebf2,2024-01-06T20:01,2,43.78,Cash,Completed
23588650-9737-4a3e-85e5-49a254f89dfe,392cc8b0-7fc8-4664-83dc-12953bd0b4e8,2025-08-03T20:01,7,102.83,Card,Completed
4c026443-3dfe-4b0d-a367-d29572f16ec0,4de51fb4-5980-4133-8207-0327349fc54b,2025-04-01T20:01,7,181.02,Online,Cancelled
efff6361-437b-4c27-aa45-fa42051418dd,862d54d1-d6ef-4e20-bb35-1b7e48261eaf,2025-01-20T20:01,6,50.94,Card,Pending
2c870f63-ef4a-49ae-987f-0c469e8efeb6,7328d988-a29e-486a-8659-67db9f494ea1,2025-07-01T20:01,9,208.80,Cash,Cancelled
3307c47f-2ed1-48e8-bf8c-65cc1d56ab3d,316728b2-740b-48b8-8ca1-ed5c771a0469,2024-01-15T20:01,9,141.84,Cash,Completed
83915af8-ead8-4b1b-970a-dca5a109c7c3,0d204378-6b8a-413a-ac7e-6f6cc1d05f5d,2025-09-28T20:01,5,111.85,Cash,Cancelled
ce7e4ef5-1b22-4bee-bf2b-a5488a18f839,b4ca5b85-2af1-42be-963c-55e64a520ca8,2024-08-19T20:01,9,232.56,Online,Cancelled
2530457d-0d11-47b2-a871-092a5668abc3,358bbf81-d415-4528-a3de-4a4a8cf5d1c4,2024-09-27T20:01,7,118.72,Cash,Pending
ecf2950a-c7b0-4f4d-b090-a4e12a646832,497cf607-3b31-4970-8aba-bc0a85f3d92f,2025-04-17T20:01,8,213.04,Cash,Pending
c3535553-553b-43ee-984e-371903dec4f6,9ea89f1b-7f6f-4598-9e21-e138a726cae4,2024-03-02T20:01,2,37.16,Cash,Completed
c6e868d8-0e89-4f5e-8253-38a1de79c994,61b50dd5-0891-4fe5-ba3c-015b2ac4fd38,2024-06-09T20:01,1,6.57,Online,Cancelled
fc5ecea0-5c26-4ff8-a73c-2f7aa1c8c62c,accd6204-a2a7-4661-96db-3604bc0379c4,2024-02-26T20:01,3,33.18,Card,Cancelled
410a2a83-f302-45f1-8ba6-214d02b174f4,4970829a-c275-4a87-9a17-d7a79ae713e4,2025-03-22T20:01,9,137.43,Cash,Cancelled
9992c3bb-0cbe-4570-bd21-58f12a925d0c,497cf607-3b31-4970-8aba-bc0a85f3d92f,2025-09-11T20:01,7,126.21,Online,Cancelled
34c78d16-7165-4d7c-8d12-d4b7c9c31c80,8919ee2f-e0f4-4100-bb59-1e46266125d9,2025-08-08T20:01,7,96.67,Cash,Pending
79473f22-7626-4c30-aa1d-ad44a827e8b5,3dec3a8b-5467-449c-a869-513b8c42ea88,2024-09-30T20:01,4,92.28,Card,Completed
572750ae-d06b-4618-8065-a1193a348a6f,463ac1bd-6c7d-4afe-b0cc-e8f097cc5717,2024-03-30T20:01,9,80.91,Online,Pending
56749093-0b61-4fac-9468-2ce690be25c5,33781bad-5fbd-4d1d-ae45-d024f09411f9,2025-05-19T20:01,7,171.22,Online,Pending
7f4b7044-64f6-4340-aa32-3499ed91cdb4,117e243e-b9c7-4c2f-89e0-92ca10ab3d3f,2025-05-17T20:01,7,105.49,Card,Pending
37776b7b-e8f8-4ff3-808b-f8a90b20b7ca,935f91a8-a540-4bde-b201-62689159f15b,2025-06-22T20:01,5,123.55,Online,Pending
1770f2dd-c309-43e0-9a26-aed78092f7bf,8919ee2f-e0f4-4100-bb59-1e46266125d9,2024-11-04T20:01,9,96.48,Online,Cancelled
5a00bf60-2671-4a25-9f92-bdbf85e65f04,76b56462-9079-4a9c-bbd8-877e2ebc85fb,2025-09-13T20:01,5,40.20,Cash,Pending
b50c8930-fbe5-449c-bf76-630b29fc747c,b8e29578-7779-4c9a-bbc1-3a667d596e5b,2024-11-06T20:01,5,38.15,Cash,Pending
f13c4337-07ee-4d0c-a13d-ac6a37690bc3,132409b2-2e61-440d-a3c6-3182df4f5e0a,2025-02-16T20:01,9,253.26,Card,Completed
ce2bddf3-6a47-449a-8018-f5a17c569de1,5b5fd63c-cd19-4da0-b54e-578f5ce67a69,2025-01-08T20:01,3,32.10,Online,Cancelled
fdcbeee1-d8f5-4fab-b61a-697a023218c6,a6a2dd17-df57-45ff-ad28-7a1e615e4e12,2025-09-29T20:01,6,63.06,Card,Completed
204ee41f-ac80-4c74-a443-7164365f48ee,775bc17d-346f-421e-91d7-be52813b9fb3,2023-12-20T20:01,7,123.62,Cash,Completed
33d588e1-c08a-4836-9875-78da95004e46,bc7f6387-6d82-4452-99e7-9c010dfb3ccc,2024-11-16T20:01,4,25.12,Online,Cancelled
6c1da788-5fe6-4af9-91ab-ad0002c68371,ac0c77dc-6bfe-4b22-8347-e969c0f2ad5e,2024-07-05T20:01,7,168.07,Online,Cancelled
1f789d9c-ec7a-416e-94fe-cd65ae2414ba,9762f6e8-a239-4622-a1fc-f00caa0732bb,2023-12-16T20:01,6,77.70,Cash,Cancelled
565ececc-0b56-493b-9101-a4b5d79c17f3,ac7f7fc5-c630-4589-b249-2d48d3ccca44,2024-01-24T20:01,5,91.80,Cash,Completed
7cb0141a-a5a5-4ba1-8178-ad3ecf209876,d03ef10a-8074-464f-9500-60ab482d8ac2,2025-02-24T20:01,9,141.84,Online,Completed
1de0ee36-0d8e-4715-8390-fcb052fb2264,bfb3f2bc-0dd7-46f6-b7b9-c974e8c6a655,2025-05-20T20:01,5,93.00,Card,Cancelled
c2343f37-1b4a-4700-be08-305a9e083755,bd1e0dd0-8a1c-4db1-ae41-82b920481bb8,2025-10-09T20:01,4,29.92,Online,Pending
dce00edc-b7a9-4602-893d-16f14de45b16,a184c885-4903-4955-b5e8-27c5e9c1aea3,2025-03-06T20:01,4,103.20,Card,Cancelled
5f3c48dc-8d5a-46de-a6b7-80f50d023f42,c0e6eed2-7a65-4864-8627-8ed100d58a82,2024-09-27T20:01,7,126.21,Online,Cancelled
fc014028-1475-4672-ab56-084d375bad16,315286a1-0cda-4251-83c5-1e6e6414c051,2024-07-20T20:01,5,113.80,Cash,Completed
4b5e1d35-2088-4459-94d0-88775eebe1d0,9f7f8de3-d6a1-4fef-8a63-d8ba6ced589b,2023-11-08T20:01,9,132.57,Online,Pending
861e51f2-3c11-4517-b481-c49e0cd31eaa,4970829a-c275-4a87-9a17-d7a79ae713e4,2024-04-06T20:01,6,172.86,Online,Cancelled
25664aa9-f448-4c87-b30e-fe685c831b13,37dc3136-62ec-4b7b-a59e-402f13dc15b8,2024-08-05T20:01,2,49.88,Card,Completed
0e3c999f-3c9e-4ba0-b5b3-e326a9c5e50e,0363c053-fe79-4c0f-b568-bf190482926f,2024-03-27T20:01,4,72.36,Card,Cancelled
799d1014-95b8-473a-badb-a72854e04a65,bbaf084f-d086-4ea2-9de9-8b870ebef7aa,2025-05-22T20:01,9,205.74,Card,Cancelled
df96e211-4b10-442a-972b-b423eebe9a37,9f7f8de3-d6a1-4fef-8a63-d8ba6ced589b,2025-06-25T20:01,4,118.52,Cash,Pending
db8e7fdb-2031-4bb7-bc0e-2a726a9bf39f,79c7160b-76e1-4739-913f-48921aea0f76,2023-11-10T20:01,3,79.17,Online,Completed
9ca16ec6-d605-4c1b-beb0-4a0df43a5599,358bbf81-d415-4528-a3de-4a4a8cf5d1c4,2023-11-25T20:01,5,96.15,Online,Cancelled
9fc1bc13-3430-49dd-8233-491197cabf79,acf87008-722c-43a7-8fac-4a8a62278c58,2025-08-03T20:01,4,63.80,Cash,Completed
a6246f58-ba86-4852-b944-e288ecfbf973,8fa788f8-4e33-4d0e-bc5d-8d5160d78d68,2024-05-17T20:01,1,19.99,Online,Completed
1578d0aa-7f09-411d-b387-79ab4fb7e47c,e2a65eee-0827-42e8-b565-fea552166c72,2024-07-08T20:01,2,48.54,Card,Completed
17f21138-831b-4c8e-8445-b6a78a920bc0,aa2a08b5-a181-45a4-bc86-a575f83842fb,2025-03-16T20:01,1,19.12,Online,Cancelled
e4cc816f-5940-4e87-898e-d02003d8ca2c,00c7c1ef-6479-416c-8347-9d7524d4b7d6,2025-07-23T20:01,9,208.62,Online,Cancelled
a0b279d4-cd99-439c-b1d7-c080877a3097,abf4c42a-4290-4724-b16e-d162b50a55de,2024-06-13T20:01,5,79.50,Card,Completed
7136b225-219c-456b-a759-1ee93eb330e1,62c80dfa-1afc-419d-9cab-9c6d416839cd,2024-03-26T20:01,8,87.76,Online,Cancelled
4330467d-1136-450a-8ae4-9717908fb0f4,86a089ab-f267-4624-b6b7-7308848d7ae4,2025-01-10T20:01,8,119.84,Cash,Cancelled
9d34204a-1cca-47cf-8dd8-119ea7eac24a,3768dda5-78e5-4601-8188-fb5da32157e7,2025-04-15T20:01,4,118.72,Online,Completed
d3faddd7-d99c-4a8d-bc6a-59353284c14a,22603c02-6959-484c-952d-3ba3f24e946f,2025-09-03T20:01,2,46.54,Cash,Pending
7d18e09b-0a23-46bb-b722-852fde9db3fb,accd6204-a2a7-4661-96db-3604bc0379c4,2024-08-19T20:01,4,41.52,Online,Cancelled
