order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
8a201906-2ea5-443e-83dd-09ca8e0033d1,a4766c95-ad79-43ba-bcc7-470242d62287,2024-01-21T20:01,6,141.30,Cash,Pending
db91a899-e97c-4ae5-b809-ba68d2cc2487,1b9fe5cf-1732-4018-bd13-db50f6a59313,2024-09-18T20:01,7,103.25,Online,Completed
fa07c568-0390-4000-aec2-fc8added12c0,959cd4af-2cf8-45c4-bc68-418e6f7bf3fa,2025-04-23T20:01,5,25.40,Online,Pending
61115bb9-958d-4ea2-8a91-d0de9ec8bda2,abe0a36a-fb40-4e33-9c1d-54073e67e7e2,2025-09-17T20:01,1,23.76,Online,Completed
0f94561c-a9b3-4da7-be07-c023d03a6467,497cf607-3b31-4970-8aba-bc0a85f3d92f,2024-12-06T20:01,6,71.16,Card,Pending
cd17322c-00eb-4fd7-a47a-147077ccd44b,f007c25e-be3a-417a-b18e-4c8d4eeb58a6,2025-04-30T20:01,4,71.44,Card,Completed
671013a8-3461-4c89-9577-9e1072d9e276,3dec3a8b-5467-449c-a869-513b8c42ea88,2024-10-24T20:01,9,220.77,Online,Cancelled
35d10e0f-c9c5-472e-b6b3-dd54d8bf24b9,cca08390-adf7-49a4-b380-366585e356ab,2023-12-13T20:01,1,23.93,Cash,Cancelled
a8b0e515-508f-4abe-9cad-d1580dc67b54,31334e81-fa7a-4487-b599-b21ba66db232,2025-09-16T20:01,4,97.20,Cash,Cancelled
ee476ca1-fec0-4ddb-8831-9a970b13d405,dfad18c1-972a-496d-a27c-42502971c7ec,2024-01-11T20:01,4,43.60,Cash,Pending
0060f80c-b42c-4225-a536-2ffb434eedfd,316728b2-740b-48b8-8ca1-ed5c771a0469,2024-08-22T20:01,8,106.88,Online,Cancelled
70bbdddb-f355-44cb-9f84-322ada824321,4ed82377-4157-42c2-9c9c-4bc8fe04998e,2025-08-12T20:01,1,12.47,Cash,Pending
78427ce2-a3fe-4e4b-8ae0-41c68100e92a,b0b0dd0a-3daf-4496-9283-35b562ef2503,2025-08-26T20:01,5,74.35,Cash,Cancelled
42870dfc-c0c8-453a-bb18-750c199b3700,3200a08e-a12e-4880-80fc-fb9173f68c55,2025-04-22T20:01,3,66.87,Card,Completed
a4576f1a-5ab8-4fe7-a41a-3a543d864784,935f91a8-a540-4bde-b201-62689159f15b,2025-04-23T20:01,5,81.75,Card,Cancelled
b3474e7f-cbab-4f54-9efd-624a0d2e237a,7bc7fe1a-729b-4e80-8c00-49b7ea099071,2025-08-12T20:01,1,9.18,Online,Cancelled
3094384e-0c87-4685-99a0-b21d79dc9cbd,4e339ad0-716a-4418-b286-2888b1044ab8,2025-02-04T20:01,9,50.58,Cash,Completed
ebe828b1-c41b-4a6a-99d4-32f4e1e6e58b,4cc5fd45-a7b1-45c5-ac51-298717a988d9,2024-07-03T20:01,6,32.64,Card,Completed
80d53cae-0b70-4d48-b9e0-d630c64f0ee2,8fb12366-a054-443d-9139-1eafc39b7e57,2024-06-03T20:01,3,35.34,Online,Cancelled
51a91d7e-12e1-4c94-851b-73f6346f22a9,959cd4af-2cf8-45c4-bc68-418e6f7bf3fa,2024-07-20T20:01,4,42.64,Card,Cancelled
88482c73-9bcb-469b-954a-83d92fba7f30,dbd07918-7b85-4d20-aba0-8d92a6a0ebf2,2024-05-27T20:01,2,48.98,Card,Cancelled
394179d2-9969-47a2-9b1c-6f628215c2b2,ef2a82df-9bcd-4b12-b5f0-39de0adf72f8,2024-01-05T20:01,5,139.40,Cash,Cancelled
8ca9a2ea-b1d7-4911-9920-0fdd9e9fbd4a,3768dda5-78e5-4601-8188-fb5da32157e7,2024-10-06T20:01,4,21.96,Online,Pending
0583dfc7-cbf1-4add-ab88-214996f8ceeb,f0b1c3af-f3ab-4c36-9738-0d6188e30e2c,2024-08-21T20:01,5,46.90,Online,Completed
7a266ebf-8eac-4f19-9db8-ac9aeb918909,86eae3ef-de1d-4271-8f7a-d48d913a8952,2025-01-29T20:01,4,80.00,Online,Completed
b66dbf14-ef8d-4ed9-a0e1-5b52ddcd3080,4e338183-eb25-4716-997a-dea1b0b1c6e3,2024-09-03T20:01,5,85.85,Card,Cancelled
ebe76396-ac9e-42da-a64a-fb8a887fbe98,14b87839-7399-4b39-a7d2-2449c46f9b0f,2024-11-17T20:01,2,58.42,Cash,Cancelled
1abbb496-d5ef-4f85-a4e8-6200c692173b,0dc9e90f-d9b5-4406-b2be-14d1f4cd80ea,2025-05-08T20:01,5,40.85,Cash,Completed
26cf25ae-fe7a-4e5e-814e-f04d9906238c,fb232d0c-5a41-4629-8867-3fff06e76a1b,2024-10-25T20:01,9,251.82,Cash,Pending
51dfa0a9-130d-48a3-939e-d49bb667e461,0dc9e90f-d9b5-4406-b2be-14d1f4cd80ea,2025-10-21T20:01,8,75.36,Online,Cancelled
9bce0302-3291-41a6-bdf2-fe2f940e9906,4d9cd206-a454-49cf-8a26-c8e7376f9a08,2025-05-26T20:01,9,233.19,Cash,Pending
f723498e-7fe3-41b3-866e-75de76e1b061,0512863c-9702-498b-9f4c-de668d798ee7,2025-03-16T20:01,1,16.97,Cash,Cancelled
12c84068-666d-4469-9a25-95c7528afb52,85abd59b-99b3-45cd-9947-88b927925d52,2024-09-22T20:01,1,16.22,Cash,Completed
894bbb4c-4bdb-4168-90e4-f9b5a9560f51,7e382ec5-e134-4658-8cbf-65adee8466ce,2024-09-30T20:01,6,119.76,Online,Pending
aaba0540-4abf-4837-93c7-dd758584de7d,31334e81-fa7a-4487-b599-b21ba66db232,2025-10-13T20:01,2,33.16,Online,Cancelled
8c0d3d44-141f-43be-9e65-02de5c49cec3,c7c18982-639c-4d28-b1b4-367f28623068,2024-08-26T20:01,7,125.09,Card,Pending
473aeca5-372b-4194-90eb-6446e22b4bb8,ec5975d5-e2cc-40c7-8c12-f82b7618ee19,2025-03-16T20:01,1,14.80,Online,Completed
67db61b8-c64d-4978-801f-175d38b33c3e,ac7f7fc5-c630-4589-b249-2d48d3ccca44,2024-05-16T20:01,8,200.16,Card,Completed
8c15acef-04ed-4245-b506-4c363b018792,f0b1c3af-f3ab-4c36-9738-0d6188e30e2c,2024-07-22T20:01,6,60.24,Cash,Completed
474fa1b9-6baf-4506-ba44-e97bde978540,4ed82377-4157-42c2-9c9c-4bc8fe04998e,2025-09-06T20:01,1,15.23,Cash,Completed
824dfb24-6eb7-465d-a7e2-b386fd0bfaeb,13df7c4e-ef60-400f-9606-e62e5733e13e,2024-08-29T20:01,2,46.70,Card,Completed
2fefa441-2071-476c-8a01-1ef9eeaf0740,b0ebdc5b-ed6d-420f-90bf-bfd39a33da98,2025-05-25T20:01,9,110.88,Cash,Completed
640ece8e-117e-4dda-ac8f-3467d63f0af2,3b978c97-a29d-4df1-8f84-900048d4f776,2025-01-13T20:01,3,54.57,Online,Cancelled
b868377c-1fed-41ce-96c1-c2904431249a,4e339ad0-716a-4418-b286-2888b1044ab8,2024-05-13T20:01,5,39.85,Cash,Cancelled
2431a063-9768-4ec2-b372-e2ee2b4e459e,d676eb81-49ef-4917-a302-38ff77e07bb2,2025-02-23T20:01,5,131.70,Card,Cancelled
08f4ba57-088b-4c6e-81cc-325b49b309ff,26df381c-6d90-4bf1-961e-79a61bdb5be4,2024-07-26T20:01,6,88.62,Online,Pending
5082559d-4f37-4ddd-be3d-cd9bb93bf566,f375be31-4206-498c-afbc-dbdb8fe53292,2024-03-12T20:01,6,66.48,Online,Cancelled
f2f1f6b6-a6d5-4f33-b45f-e185c6d496a0,0a712e74-3a85-45e6-99ec-4958ce863b45,2025-05-15T20:01,4,58.04,Online,Cancelled
4a1d34b5-89d0-4b62-a4b9-4382dd54afb4,13df7c4e-ef60-400f-9606-e62e5733e13e,2024-10-24T20:01,8,93.52,Cash,Pending
